,Ticker,Beta,Percent Return,Beta Decitile
135,CMI,1.4304718168919222,525.7488911542486,7
136,CVS,0.9586658257143771,159.05839945220262,3
137,DHI,1.5712352436766204,604.4415901873034,8
138,DHR,0.9160471956208169,1100.6976249087973,3
139,DRI,1.1987808410504384,439.46847819752054,5
140,DVA,0.9671000117752325,291.85582481116865,4
141,DE,1.126472581447206,510.6572194010603,5
142,DAL,1.1988386497997106,303.4665602066325,5
143,XRAY,1.0512446041920365,59.18055397656694,4
144,DVN,2.8581442163324278,-75.07267019323342,9
145,DXCM,0.6073888535535112,4219.15868103729,1
146,FANG,2.551003414443055,189.55298381389719,9
147,DLR,0.3703361058050069,345.8123035068071,0
148,DFS,1.4328749293100758,652.777687689433,7
149,DISCA,1.4446819072493238,89.95525839666651,7
150,DISCK,1.405580959773266,95.52071399055481,7
151,DISH,1.54190886751535,70.252041285493,8
152,DG,0.5061771518709025,871.4692841322542,0
153,DLTR,0.5746541486826146,572.8669076174124,1
154,D,0.3005369872497907,202.1889368949598,0
155,DPZ,0.7037257009845583,5095.860029007085,1
156,DOV,1.406773824450932,461.21081848514757,7
157,DOW,4.485345641557828,23.869464053873262,9
158,DTE,0.5009875176170494,329.30562552913005,0
159,DUK,0.28439095047946794,200.36883344988533,0
160,DRE,0.8720148844931473,420.77480210570826,2
161,DD,1.5556684683568796,169.0421583534536,8
162,DXC,2.0244736537505252,54.48466020315137,9
163,EMN,1.5465965773293429,329.0736435959788,8
164,ETN,1.4238790148681328,809.6525173862078,7
165,EBAY,0.9492107993213793,414.39229201692126,3
166,ECL,0.8721470833737841,444.97146601117447,3
167,EIX,0.46490112191220195,160.80314807588906,0
168,EW,0.7965522161395716,1151.5834013181966,2
169,EA,0.9420813005235841,692.2388209583311,3
170,LLY,0.3213956281884874,586.628256602578,0
171,EMR,1.4516741431424829,161.11927487537807,7
172,ENPH,1.5427390663364593,2290.599421974631,8
173,ETR,0.448817104350265,98.43763145627642,0
174,EOG,1.9719652912653944,9.970900007033862,9
175,EFX,1.138260850807493,605.6296152546305,5
176,EQIX,0.5890591516321985,696.6616389179333,1
177,EQR,0.8207401927852608,193.88377428741964,2
178,ESS,0.8343993133057065,305.7966915444996,2
179,EL,1.0203937609967286,1143.7090199946508,4
180,ETSY,2.767863217932483,493.03334554036456,9
181,RE,0.5503410337505356,249.77307008627935,1
182,EVRG,0.4054591334669275,289.42248983212835,0
183,ES,0.41282232649498535,380.76820052084656,0
184,EXC,0.5069407554808039,37.560088939988304,0
185,EXPE,1.3076682077137047,289.2754354326601,6
186,EXPD,0.8516449289675565,214.139839907807,2
187,EXR,0.5464994882437111,1300.3043985269398,1
188,XOM,1.1803111003512192,-11.06672629553665,5
189,FFIV,1.4565975522853731,225.93553896521072,7
190,FB,1.223940050834479,614.5174128509299,6
191,FAST,1.2266332464198462,517.7836161334574,6
192,FRT,0.9380651249597751,83.35326752964444,3
193,FDX,1.2924364562214752,241.41248581460806,6
194,FIS,0.8871513619031627,591.9894485795137,3
195,FITB,1.5665728870874425,264.34221356888844,8
196,FRC,1.1870551921928683,577.2678137192291,5
197,FE,0.2768756416457303,10.399773928259268,0
198,FISV,0.8723421133154888,821.3837742859927,3
199,FLT,1.3678193828822418,901.2109598982224,7
200,FMC,1.1399888876642874,429.4819606888661,5
201,F,1.2685113446695533,23.62388346406275,6
202,FTNT,1.2338537500215139,1550.3333197699653,6
203,FTV,1.630675574368685,77.70676660329423,8
204,FBHS,1.3171249231657338,648.2142990501048,6
205,FOXA,2.817861820421761,-21.135926791710883,9
206,FOX,3.036152394891191,-24.16185147559902,9
207,BEN,1.324115915763084,-1.756456492247263,7
208,FCX,2.217071451651315,-19.076557886177504,9
209,GPS,1.5373478736608688,37.75687084668108,8
210,GRMN,1.105097971127646,492.4954212179203,5
211,IT,1.1110365883173428,756.6309941488258,5
212,GNRC,1.0280595445505618,2587.8618226315575,4
213,GD,1.0225699328832663,181.77633039635657,4
214,GE,1.1925435825565438,-24.381951316182143,5
215,GIS,0.3601337013439882,140.76166827080948,0
216,GM,1.4285392331167768,59.20157660326587,7
217,GPC,0.9333275951773968,268.4836322122947,3
218,GILD,0.6762171066886506,219.67527940803083,1
219,GPN,1.165547314440276,731.3445737086539,5
220,GL,1.1865642946099828,429.0722980811669,5
221,GS,1.4909502241296857,79.24959232036873,7
222,HAL,2.46340396017341,-27.505095831970532,9
223,HBI,1.3223486864022018,188.95883635932103,6
224,HAS,0.9321183973186693,294.1174949975335,3
225,HCA,1.5534172460137845,581.5350304436973,8
226,PEAK,0.6967376092088291,96.7531398518733,1
227,HSIC,0.9011318973960689,219.0960054530678,3
228,HES,2.29511840214064,-2.192059571591865,9
229,HPE,1.607652417777916,41.856742622207385,8
230,HLT,1.323809244481613,165.59642434609287,7
231,HOLX,1.263092451022408,387.4832923468272,6
232,HD,1.0434116322764109,1101.533287082208,4
233,HON,1.1999413140721715,607.779438879978,6
234,HRL,0.061916854680766985,506.457134602228,0
235,HST,1.582648092124023,70.76534277704025,8
236,HWM,2.570359034838463,51.044869321086615,9
237,HPQ,1.2518043880137093,37.78520858083054,6
238,HUM,0.7958645171603622,877.6586061690675,2
239,HBAN,1.3848545255881861,369.76468038595584,7
240,HII,0.9533788874230285,408.2689955814598,3
241,IBM,0.9833653574711024,38.891362782976145,4
242,IEX,1.1367241533219945,644.4217657838834,5
243,IDXX,0.9492355500017856,1748.631576155547,3
244,INFO,1.092408042358644,239.44272465605283,5
245,ITW,1.1767204900801125,447.50149896428104,5
246,ILMN,0.8321901171115967,1111.129326481779,2
247,INCY,0.840407989897767,815.5789827045642,2
248,IR,2.4598466020498613,173.21120112386072,9
249,INTC,0.7123435478629032,233.13937275032407,2
250,ICE,0.8006179339018766,464.4132428552123,2
251,IFF,0.813913263303427,224.8592693597481,2
252,IP,1.2482520686742389,180.16051086212698,6
253,IPG,1.3758396464309801,321.57476504411807,7
254,INTU,0.9918376889830444,1257.4686370682048,4
255,ISRG,0.9486607563801288,694.863534846754,3
256,IVZ,1.6322766394768713,14.879770162141176,8
257,IPGP,1.4871630341101136,1188.3706532740125,7
258,IQV,1.2704072369148802,325.4808728853388,6
259,IRM,0.9215800889754839,187.05374445169068,3
260,JBHT,0.9483689795957012,362.9339217974375,3
261,JKHY,0.6223216277542641,684.5472289187308,1
262,J,1.2532692327820845,194.1174446752288,6
263,SJM,0.34625433595694294,146.5299920251474,0
264,JNJ,0.6134190459281266,237.81894425012132,1
265,JCI,0.997185334747732,322.4967491840789,4
266,JPM,1.366774967109654,293.1231982149012,7
267,JNPR,1.2145738394369254,-4.195896718637355,6
268,KSU,1.1267393418327234,574.9946568436803,5
269,K,0.5522862330761877,66.88363165449279,1
270,KEY,1.6016416246373444,265.4829641457611,8
271,KEYS,1.204879236465487,367.57520827571904,6
272,KMB,0.38604849124151325,218.15428187621217,0
273,KIM,1.4730693783348545,92.17936885377412,7
274,KMI,1.0906268653036642,-32.29498881591371,5
275,KLAC,1.3541819396141375,1074.8413311487477,7
276,KHC,1.198131420475299,-40.22476707431442,5
277,KR,0.5626641306066275,314.64600770134405,1
278,LHX,0.9370272526625727,400.6400429214824,3
279,LH,1.0390035151205435,166.53135489230786,4
280,LRCX,1.3772095175559353,1219.1987452754643,7
281,LW,1.3283404263422582,173.91733497674855,7
282,LVS,1.6217567782071969,437.70188945966214,8
283,LEG,1.3852208466716722,228.03939332792197,7
284,LDOS,1.062929851014327,313.7754647228225,4
285,LEN,1.6070347040372865,532.4217909841053,8
286,LNC,2.1832886908996545,141.3926287571183,9
287,LIN,0.7661119513900727,308.43036197892155,2
288,LYV,1.2205241151630697,705.7018013046725,6
289,LKQ,1.358288992862641,257.948204394535,7
290,LMT,0.7627533531551296,566.4865155229602,2
291,L,0.8952109524504979,29.500543619849733,3
292,LOW,1.2799665567604719,746.6867052136383,6
293,LUMN,0.9365699728135294,-71.45678719902145,3
294,LYB,1.6937630402996846,785.8792974452892,8
295,MTB,1.0112272573791068,157.49969497164201,4
296,MRO,2.8916794737157314,-56.736764320915746,9
297,MPC,2.235731010488633,195.24517890840303,9
298,MKTX,0.5544361757759199,4400.720859904736,1
299,MAR,1.6109839952262845,477.2034902231274,8
300,MMC,0.8732186463395938,597.1712919490617,3
301,MLM,0.8755263494130221,257.8336300694295,3
302,MAS,1.4633477673329136,431.263171597155,7
303,MA,1.0312963866268856,1378.4457707677889,4
304,MTCH,0.6251463209939248,2824.9227876303758,1
305,MKC,0.4099582115915691,559.8336993553359,0
306,MCD,0.5323101964193779,376.083228181152,0
307,MCK,0.8926498515523056,201.73692620157985,3
308,MDT,0.8380698572377712,241.73601284887815,2
309,MRK,0.4189457999845845,223.2143006274135,0
310,MET,1.6032586716727735,100.71256105654629,8
311,MTD,0.9331011025398918,978.8338321616969,3
312,MGM,2.403028723500284,242.6409274963306,9
313,MCHP,1.4587445977734477,798.5233833381534,7
314,MU,1.6702835341311641,592.9032042576943,8
315,MSFT,0.8851211605038967,822.6992998921627,3
316,MAA,0.7127341097853095,307.4439305504548,2
317,MRNA,6.411353837167574,461.6666617102949,9
318,MHK,1.488113835824698,191.76152544298773,7
319,TAP,1.016400194264255,27.84100012717903,4
320,MDLZ,0.60631364942273,312.6926609541237,1
321,MPWR,1.07843062148045,1618.983423921538,4
322,MNST,0.6502438534838269,1312.6272492315006,1
323,MCO,1.1950847740993855,1136.9658566562703,5
324,MS,1.7530657779468497,187.06650880805103,9
325,MSI,0.774638373394122,535.3592242949387,2
326,MSCI,1.1575620299057112,1404.0541093813133,5
327,NDAQ,0.9059468618512657,667.1798723161122,3
328,NTAP,1.41955511862548,131.5705521647676,7
329,NFLX,1.0795355277751981,6977.6176690888615,4
330,NWL,1.1562989377557742,89.08308861332475,5
331,NEM,0.1686468695722356,50.07256963867742,0
332,NWSA,1.6657438499219164,23.840996030185398,8
333,NWS,1.6922170416990852,24.310671209183994,8
334,NEE,0.3101395367582936,765.7705293340767,0
335,NLSN,1.3019943994554897,5.159047178809577,6
336,NKE,0.8040309565534314,1081.885352445693,2
337,NI,0.3026751323395192,463.0185842048239,0
338,NSC,1.2624587160205132,488.20955027501986,6
339,NTRS,1.0427384824700585,130.07301332317763,4
340,NOC,0.7957762354246979,661.4167684837637,2
341,NLOK,0.9168182764189045,183.20487201696326,3
342,NCLH,2.546884788869739,2.5816836063429536,9
343,NRG,1.069345402684679,81.44398579229009,4
344,NUE,1.3155678564964315,58.28928740921838,6
345,NVDA,1.3850106849702757,2971.775102778491,7
346,NVR,0.9070017437017145,472.47536801844063,3
347,NXPI,2.07818355852941,1071.2803116070547,9
348,ORLY,0.8687658759922827,1075.5065125304384,2
349,OXY,2.2633800855936963,-67.80511713012964,9
350,ODFL,1.0606264863370958,2187.5542956984295,4
351,OMC,1.0603013592596127,115.8139342480784,4
352,OKE,1.8474943181482402,234.5454148796071,9
353,ORCL,0.9789929333336165,200.64520565626515,4
355,OTIS,-0.68037946700601,50.77568935281147,0
356,PCAR,1.2907180739947153,240.7317529897369,6
357,PKG,1.0591373965184254,710.9134471041973,4
358,PH,1.8009408500315511,512.6782739129691,9
359,PAYX,0.9379871666769309,346.2283015958045,3
360,PAYC,1.4972364380170073,2846.25399844256,7
361,PYPL,1.4528370465475537,537.9733118743185,7
362,PENN,2.1379610670929288,1379.9300703700196,9
363,PNR,1.2793241389587957,195.07424701101334,6
364,PBCT,1.08000087236943,27.299890992620206,4
365,PEP,0.499049197816891,237.29554113755393,0
366,PKI,1.045281234975743,650.5693299631095,4
367,PFE,0.686284498718745,208.65157424291715,1
368,PM,0.8792958186360106,181.44107315832346,3
369,PSX,1.4454529299369312,167.7526161796046,7
370,PNW,0.40810705769067396,234.54334342031694,0
371,PXD,2.023134238954181,132.78685549825042,9
372,PNC,1.2232206386265103,262.6475612607974,6
373,POOL,0.7819828471571347,2161.294327013747,2
374,PPG,1.1369173782862696,484.6155776561492,5
375,PPL,0.5484284489812473,60.70881655580085,1
376,PFG,1.681743447555656,181.50576095126698,8
377,PG,0.4359389096446319,219.59202782092308,0
378,PGR,0.563180526907514,710.9881636113861,1
379,PLD,1.0957907852697266,462.0119229402284,5
380,PRU,1.6919541822632522,117.81331352406377,8
381,PTC,1.4728198692691163,617.5164970781639,7
382,PEG,0.5154585145591574,167.14259561716233,0
383,PSA,0.3666661027363156,318.8779153621246,0
384,PHM,1.635579559258042,369.9758646812289,8
385,PVH,2.1987253508369937,132.48604410251576,9
386,QRVO,1.4470738349585828,136.17897822252235,7
387,QCOM,1.2572752094029154,336.09129155384505,6
388,PWR,1.1316599365986177,242.62124773460476,5
389,DGX,1.0683092211988918,137.6749350152541,4
390,RL,1.5299675947083278,49.02304433361721,8
391,RJF,1.3836317915152743,400.57821462191345,7
392,RTX,1.2901283011961977,106.3075508469733,6
393,O,0.7297053439667238,305.9799564889286,2
394,REG,1.20474888212308,99.28167714249156,6
395,REGN,0.617394391175018,1861.469759694973,1
396,RF,1.8448075132612238,273.86212755175336,9
397,RSG,0.6313094086595666,345.7705514808138,1
398,RMD,0.5944996454674278,828.5271992998689,1
399,RHI,1.609780525739779,187.20523655705554,8
400,ROK,1.4468164836786186,568.8027641508489,7
401,ROL,0.6653167347300927,1074.8560872762575,1
402,ROP,0.9247632643952035,776.1207044148316,3
403,ROST,0.8976008690876062,1178.7366060204565,3
404,RCL,2.5316439252766787,250.15693053530214,9
405,SPGI,0.962738395390332,1122.9751132449308,3
406,CRM,1.1087304937633562,1089.6819015608241,5
407,SBAC,0.47147956232790766,709.6332924165212,0
408,SLB,2.132722593246852,-56.740056635404756,9
409,STX,1.5645647932199025,444.4765963574833,8
410,SEE,1.2855245456945084,154.55531722954223,6
411,SRE,0.5564506464290978,221.31253343130314,1
412,NOW,1.0416023007021713,2137.5202607330034,4
413,SHW,0.9153186594562722,1258.1755361919436,3
414,SPG,1.3740828267358065,76.78844346609692,7
415,SWKS,1.201396629185735,1034.752618035675,6
416,SNA,1.3456426704091928,401.2832722561777,7
417,SO,0.29302216565593536,211.41351463438522,0
418,LUV,1.0594990772338309,349.751180784704,4
419,SWK,1.4643469844922832,329.298084124176,7
420,SBUX,0.9042817075420254,1010.5746730142462,3
421,STT,1.515198350617579,103.79422498847116,7
422,STE,0.7622366445885425,694.6602394513261,2
423,SYK,1.008812713637041,445.16729454095633,4
424,SIVB,2.115648640026369,802.3499085688592,9
425,SYF,2.084573144139971,68.67925420714577,9
426,SNPS,0.9036615339361902,1055.2583960099355,3
427,SYY,1.1175295465095056,267.3345831432523,5
428,TMUS,1.0572862389061268,940.3934704715409,4
429,TROW,1.274882176138488,281.3711590087291,6
430,TTWO,0.9817198714080542,1897.980777959852,4
431,TPR,1.474829840256344,17.301526067322886,7
432,TGT,0.8559004927177842,391.6078435088978,2
433,TEL,1.450291320002753,511.0909417474591,7
434,TDY,1.0321556511082242,892.3544581932358,4
435,TFX,1.1308157362228952,751.5163944620222,5
436,TER,1.4968664758452206,1064.614285108569,7
437,TSLA,1.8906324451695489,14669.150291730937,9
438,TXN,1.150288337975156,737.0334675030987,5
439,TXT,1.7146374726957658,160.74108987100544,8
440,COO,0.5118276721384931,868.1463735800763,0
441,HIG,1.461106387642717,153.64341206806222,7
442,HSY,0.28495671185095595,446.1363973793521,0
443,MOS,1.6075633909864384,-55.65842391959439,8
444,TRV,0.8697839806512213,270.10043799281095,2
445,DIS,1.1359884413582633,548.6020169717211,5
446,TMO,0.9202439354846285,921.9402995084199,3
447,TJX,0.8863697866787996,879.1383477672902,3
448,TSCO,1.0867970994219311,1087.8524452050008,4
449,TT,1.2328659631999614,674.8277876033397,6
450,TDG,1.2683902636868503,2324.986593483091,6
451,TRMB,1.5255373511833248,420.62376324426845,8
452,TFC,1.374179692500719,157.2352048151197,7
453,TWTR,1.025587715107545,20.60133560278077,4
454,TYL,0.8032104078809271,2050.344854283257,2
455,TSN,0.5927578215758557,516.229887507634,1
456,USB,1.023178516963206,166.65966945312087,4
457,UDR,0.8266755637226902,253.64502079332482,2
458,ULTA,1.4387599570504888,1440.441051131277,7
459,UAA,1.1406976520042984,389.17379267650125,5
460,UA,1.7596624189277372,-63.890075364498735,9
461,UNP,1.0471284142454027,703.3529150947762,4
462,UAL,0.9317151329578743,237.89061996503742,3
463,UPS,0.8638188165013865,303.2083369138166,2
464,URI,2.234163134391881,2209.860603020431,9
465,UNH,0.6643065840746557,1219.8806748523236,1
466,UHS,1.411487555007392,363.5342546886983,7
467,VLO,2.065689620066437,383.2128765089659,9
468,VTR,1.1461133275010293,67.87072182312963,5
469,VRSN,0.7753323470693149,930.0838705090982,2
470,VRSK,0.6066421166974578,604.7536552785185,1
471,VZ,0.44231717863529435,216.6316941826045,0
472,VRTX,0.3676816823848975,434.2223946002376,0
473,VFC,1.2378506486717267,543.5970075917724,6
474,VIAC,1.8127561251027924,173.3272873741662,9
475,VTRS,1.3428284960398074,0.10683993096244183,7
476,V,0.8258454744542237,975.9309995031799,2
477,VNO,1.3230086585674061,10.908867542492438,6
478,VMC,0.8730766005817361,211.06403831865822,3
479,WRB,0.7762469972233136,397.48014388602587,2
480,GWW,1.1093281682017717,415.9135727893685,5
481,WAB,1.619902598694609,266.51826565468065,8
482,WBA,0.830789468033069,40.1243999222074,2
483,WMT,0.44857393567835113,248.20419784731612,0
484,WM,0.675882952110147,378.2071310172584,1
485,WAT,0.8765739899027247,301.460317833663,3
486,WEC,0.21427992728185177,441.1086924726482,0
487,WFC,1.2051468993464243,49.214729950149234,6
488,WELL,0.8528767978875591,156.77155884976708,2
489,WST,0.9006755887761283,1495.0730735390214,3
490,WDC,1.6271152215967233,55.86926831006787,8
491,WU,1.0906008586807439,60.450343469698396,4
492,WRK,1.5605161108947874,-7.661221906308062,8
493,WY,1.760442072000745,7.5325082977314715,9
494,WHR,1.8290148527597097,192.23022783260666,9
495,WMB,1.547335893954876,96.71851126100492,8
496,WLTW,0.7279104969253124,280.66728873742284,2
497,WYNN,2.2676268109656283,168.8751285505426,9
498,XEL,0.26733538307869437,371.8484602627237,0
499,XLNX,1.0924713261492034,614.903454582738,5
500,XYL,1.1284697081499306,378.7479510239255,5
501,YUM,0.9702492198465843,434.0302417004179,4
502,ZBRA,1.5488924638753119,1240.5301205075768,8
503,ZBH,1.214664209990064,178.23264244911437,6
504,ZION,1.8193550510842265,270.4476545836687,9
505,ZTS,0.71772371046931,465.7063868300434,2
